time,obj,cube_scale,topk,seed,ee_index,ik_iters,ik_attempts,joint_force,descent_step,descend_clear,vel_close,pos_close,squeeze,fast,fast_scale,n_trials,success_count,success_rate,obj_shape,grasps_path,tag
2025-11-20 23:11:47,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.014,0.6,700.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc700_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:12:06,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.014,0.6,700.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc700_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:12:24,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.014,0.6,900.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc900_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:12:43,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.014,0.6,900.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc900_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:13:02,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.014,0.6,1100.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc1100_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:13:21,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.014,0.6,1100.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc1100_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:13:40,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.014,0.8,700.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc700_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:13:59,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.014,0.8,700.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc700_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:14:18,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.014,0.8,900.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc900_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:14:37,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.014,0.8,900.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc900_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:14:55,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.014,0.8,1100.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc1100_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:15:14,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.014,0.8,1100.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc1100_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:15:33,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.014,1.0,700.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc700_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:15:52,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.014,1.0,700.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc700_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:16:11,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.014,1.0,900.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc900_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:16:30,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.014,1.0,900.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc900_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:16:49,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.014,1.0,1100.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc1100_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:17:08,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.014,1.0,1100.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc1100_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:17:27,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.014,0.6,700.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc700_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:17:45,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.014,0.6,700.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc700_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:18:04,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.014,0.6,900.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc900_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:18:23,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.014,0.6,900.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc900_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:18:41,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.014,0.6,1100.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc1100_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:19:00,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.014,0.6,1100.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc1100_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:19:19,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.014,0.8,700.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc700_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:19:37,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.014,0.8,700.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc700_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:19:55,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.014,0.8,900.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc900_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:20:14,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.014,0.8,900.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc900_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:20:33,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.014,0.8,1100.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc1100_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:20:51,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.014,0.8,1100.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc1100_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:21:10,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.014,1.0,700.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc700_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:21:28,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.014,1.0,700.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc700_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:21:47,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.014,1.0,900.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc900_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:22:05,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.014,1.0,900.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc900_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:22:24,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.014,1.0,1100.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc1100_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:22:43,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.014,1.0,1100.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc1100_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:23:02,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.016,0.6,700.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc700_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:23:21,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.016,0.6,700.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc700_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:23:40,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.016,0.6,900.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc900_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:23:59,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.016,0.6,900.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc900_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:24:18,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.016,0.6,1100.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc1100_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:24:37,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.016,0.6,1100.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc1100_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:24:57,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.016,0.8,700.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc700_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:25:17,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.016,0.8,700.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc700_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:25:38,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.016,0.8,900.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc900_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:25:58,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.016,0.8,900.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc900_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:26:18,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.016,0.8,1100.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc1100_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:26:38,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.016,0.8,1100.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc1100_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:26:58,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.016,1.0,700.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc700_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:27:17,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.016,1.0,700.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc700_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:27:36,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.016,1.0,900.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc900_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:27:56,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.016,1.0,900.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc900_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:28:15,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.016,1.0,1100.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc1100_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:28:34,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0004,0.016,1.0,1100.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc1100_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:28:52,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.016,0.6,700.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc700_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:29:11,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.016,0.6,700.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc700_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:29:29,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.016,0.6,900.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc900_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:29:48,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.016,0.6,900.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc900_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:30:07,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.016,0.6,1100.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc1100_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:30:25,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.016,0.6,1100.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc1100_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:30:44,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.016,0.8,700.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc700_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:31:02,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.016,0.8,700.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc700_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:31:21,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.016,0.8,900.0,1.0,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc900_sq1.0_topk24_gen_cylinder_patched_pruned_FIXED
2025-11-20 23:31:39,grasp_6dof/assets/cylinder.urdf,0.08,24,1,11,400,5,900.0,0.0006,0.016,0.8,900.0,1.5,1,0.9,12,0,0.0,other,grasp_6dof/dataset/gen_cylinder_patched_pruned_FIXED.json,cylinder.urdf_pc900_sq1.5_topk24_gen_cylinder_patched_pruned_FIXED
